seed,scenario,max_error_m,rmse_m,final_error_m,attitude_max_deg,lidar_local_max_m,lidar_local_rmse_m,lidar_global_max_m,lidar_acceptance,verified_loops,switches,final_lane,max_switch_jump_m,degraded_duration_s,rtl_requested,path_safe,min_clearance_m,navigation_pass,selector_pass,pass
0,nominal,0.021140741780015335,0.009197374378218635,0.01726439028965539,0.8466787526584151,0.03602427319371618,0.013348437071659511,0.03758893962275233,1.0,7,0,1,0.0,0.0,False,True,0.6247610040909329,True,True,True
0,lidar_degraded,0.02117156755221734,0.00920632427876878,0.017281968792738564,0.8492538277808501,0.027749008195192396,0.009626569269411701,0.05608666860871881,0.8429003021148036,7,0,1,0.0,0.0,False,True,0.6247610040909329,True,True,True
0,primary_imu_bias,0.021502628684845676,0.00964518959171864,0.01814709288731014,0.8466787526584151,0.03602427319371618,0.013337835935874834,0.04064496599588013,1.0,7,1,2,0.0,0.0,False,True,0.6247610040909329,True,True,True
